protein_id,accession,prophage_id,original_product,length_aa,putative_function,nearest_neighbor_protein_id,nearest_neighbor_prophage_id,cosine_similarity,confidence
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09745,GCF_000338115.2,pp3,hypothetical protein,80,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.978,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09770,GCF_000338115.2,pp3,hypothetical protein,63,SHOCT domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08050,pp5,0.9884,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09775,GCF_000338115.2,pp3,hypothetical protein,127,DUF6096 family protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01695,pp1,0.9862,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09790,GCF_000338115.2,pp3,hypothetical protein,146,HK97 gp10 family phage protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10115,pp4,0.9789,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09840,GCF_000338115.2,pp3,hypothetical protein,59,phage terminase small subunit P27 family,GCF_000016825.1__pp1__733651-741034__LREU_RS03595,pp1,0.966,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS16585,GCF_000338115.2,pp3,hypothetical protein,149,DUF6275 family protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04435,pp2,0.9828,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09870,GCF_000338115.2,pp3,hypothetical protein,201,eL43 family ribosomal protein,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09965,pp4,0.9885,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09880,GCF_000338115.2,pp3,hypothetical protein,103,phage head-tail connector protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06175,pp2,0.9875,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS16835,GCF_000338115.2,pp3,hypothetical protein,58,RusA family crossover junction endodeoxyribonuclease,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02915,pp2,0.9831,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09895,GCF_000338115.2,pp3,hypothetical protein,267,Phage replication initiation protein,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1671,pp1,0.9922,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09900,GCF_000338115.2,pp3,hypothetical protein,85,YjcQ family protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02985,pp2,0.9769,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS16590,GCF_000338115.2,pp3,hypothetical protein,56,XkdX family protein,GCF_000203855.3__pp1__590128-628381__LP_RS02950,pp1,0.9779,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09905,GCF_000338115.2,pp3,hypothetical protein,74,XkdX family protein,GCF_000203855.3__pp1__590128-628381__LP_RS02950,pp1,0.932,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09910,GCF_000338115.2,pp3,hypothetical protein,66,YopX family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00125,pp1,0.9786,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09915,GCF_000338115.2,pp3,hypothetical protein,82,AbrB family transcriptional regulator,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08015,pp5,0.9755,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09920,GCF_000338115.2,pp3,hypothetical protein,86,helix-turn-helix domain-containing protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10425,pp5,0.9759,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09925,GCF_000338115.2,pp3,hypothetical protein,108,phage tail assembly chaperone,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08360,pp3,0.9755,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS16940,GCF_000338115.2,pp3,hypothetical protein,43,tail assembly chaperone,GCF_000203855.3__pp3__2163938-2219895__LP_RS10300,pp3,0.97,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09930,GCF_000338115.2,pp3,hypothetical protein,69,DUF6877 family protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10380,pp3,0.9893,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09940,GCF_000338115.2,pp3,hypothetical protein,73,helix-turn-helix domain-containing protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10315,pp5,0.973,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09950,GCF_000338115.2,pp3,hypothetical protein,92,ImmA/IrrE family metallo-endopeptidase,GCF_000026505.1__pp1__1102527-1140943__LGG_RS05235,pp1,0.9846,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09955,GCF_000338115.2,pp3,hypothetical protein,128,membrane protein,GCF_000148815.2__pp1__784086-803154__LPST_RS03625,pp1,0.98,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09960,GCF_000338115.2,pp3,hypothetical protein,232,DUF4352 domain-containing protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09465,pp2,0.9768,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09970,GCF_000338115.2,pp3,hypothetical protein,66,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.9763,high
GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09995,GCF_000338115.2,pp3,hypothetical protein,68,DUF1056 family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00075,pp1,0.9737,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11415,GCF_000338115.2,pp4,hypothetical protein,98,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.973,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11425,GCF_000338115.2,pp4,hypothetical protein,81,Prophage Lp2 protein 54,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1637,pp1,0.996,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11430,GCF_000338115.2,pp4,hypothetical protein,455,phage head spike fiber domain-containing protein,GCF_014131735.1__pp2__2214048-2255622__E5260_RS10400,pp2,0.9917,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11435,GCF_000338115.2,pp4,hypothetical protein,103,DUF2977 domain-containing protein,GCF_000203855.3__pp1__590128-628381__LP_RS02945,pp1,0.9697,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS16595,GCF_000338115.2,pp4,hypothetical protein,719,BppU family phage baseplate upper protein,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09585,pp2,0.9875,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11445,GCF_000338115.2,pp4,hypothetical protein,96,siphovirus Gp157 family protein,GCF_000023085.1__pp2__513673-552269__JDM1_RS02430,pp2,0.9732,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11450,GCF_000338115.2,pp4,hypothetical protein,73,phage head-tail connector protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06175,pp2,0.9848,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11475,GCF_000338115.2,pp4,hypothetical protein,172,DUF1351 domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01560,pp1,0.9876,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11485,GCF_000338115.2,pp4,hypothetical protein,141,DUF6711 family protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS05035,pp1,0.9883,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11495,GCF_000338115.2,pp4,putative minor capsid protein,129,phage tail domain-containing protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08345,pp3,0.9828,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11505,GCF_000338115.2,pp4,hypothetical protein,86,phage tail tube protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01690,pp1,0.9795,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11515,GCF_000338115.2,pp4,hypothetical protein,203,phage scaffolding protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS02335,pp2,0.9786,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS15605,GCF_000338115.2,pp4,Putative minor capsid protein,361,phage minor capsid protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS02345,pp2,0.996,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS16600,GCF_000338115.2,pp4,hypothetical protein,49,DUF5049 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08000,pp5,0.9883,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11545,GCF_000338115.2,pp4,hypothetical protein,65,phage head-tail connector protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10550,pp5,0.9699,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11555,GCF_000338115.2,pp4,hypothetical protein,205,phage head-tail connector protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09260,pp2,0.9878,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11570,GCF_000338115.2,pp4,hypothetical protein,172,Prophage Lp2 protein 23,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2006,pp2,0.9929,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11575,GCF_000338115.2,pp4,hypothetical protein,95,Prophage Lp2 protein 21,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2007,pp2,0.9974,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS16945,GCF_000338115.2,pp4,hypothetical protein,42,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9838,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS16605,GCF_000338115.2,pp4,hypothetical protein,56,Prophage Lp2 protein 21,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2007,pp2,0.9862,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11635,GCF_000338115.2,pp4,hypothetical protein,137,toxin Cry1Ac domain D-VI-related protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11640,pp4,0.9717,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11645,GCF_000338115.2,pp4,hypothetical protein,239,Ltp family lipoprotein,GCF_000203855.3__pp1__590128-628381__LP_RS15865,pp1,0.9633,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS16610,GCF_000338115.2,pp4,hypothetical protein,58,crAss001_48 related protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04365,pp2,0.9886,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11665,GCF_000338115.2,pp4,hypothetical protein,120,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9826,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11670,GCF_000338115.2,pp4,hypothetical protein,221,TIGR02391 family protein,GCF_000014525.1__pp1__501259-545033__LSEI_RS02380,pp1,0.9735,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11685,GCF_000338115.2,pp4,hypothetical protein,68,Prophage Lp3 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2019,pp2,0.9998,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11695,GCF_000338115.2,pp4,hypothetical protein,77,head-tail connector protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11500,pp4,0.9655,high
GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11700,GCF_000338115.2,pp4,hypothetical protein,90,phage head-tail connector protein,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10055,pp4,0.9633,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08810,GCF_000389675.2,pp1,hypothetical protein,140,phage holin family protein,GCF_000023085.1__pp2__513673-552269__JDM1_RS02615,pp2,0.9854,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08815,GCF_000389675.2,pp1,hypothetical protein,64,DUF1056 family protein,GCF_000016825.1__pp3__1162622-1201468__LREU_RS10250,pp3,0.9769,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08825,GCF_000389675.2,pp1,hypothetical protein,179,DUF3021 domain-containing protein,GCF_000165775.1__pp1__974932-1003815__R0052_RS05170,pp1,0.9546,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08830,GCF_000389675.2,pp1,hypothetical protein,60,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.9733,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08835,GCF_000389675.2,pp1,hypothetical protein,71,DUF1056 family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00075,pp1,0.9824,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08840,GCF_000389675.2,pp1,hypothetical protein,51,"bacteriocin-like peptide, LSEI_2386 family",GCF_000011985.1__pp1__1811745-1823767__LBA_RS09695,pp1,0.9741,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08845,GCF_000389675.2,pp1,hypothetical protein,64,bacteriocin class II family protein,GCF_000011985.1__pp1__1811745-1823767__LBA_RS08795,pp1,0.9782,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08850,GCF_000389675.2,pp1,hypothetical protein,63,ASCH domain-containing protein,GCF_000165775.1__pp2__1078648-1089876__R0052_RS05540,pp2,0.9695,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08860,GCF_000389675.2,pp1,hypothetical protein,196,ABC transporter permease,GCF_000010145.1__pp4__2020451-2042852__LAF_RS10190,pp4,0.9506,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08870,GCF_000389675.2,pp1,hypothetical protein,134,DUF3021 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07870,pp5,0.9814,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08895,GCF_000389675.2,pp1,hypothetical protein,63,HK97 gp10 family phage protein,GCF_000014425.1__pp1__600763-679301__LGAS_RS03025,pp1,0.9484,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08900,GCF_000389675.2,pp1,hypothetical protein,53,"bacteriocin-like peptide, LSEI_2386 family",GCF_000011985.1__pp1__1811745-1823767__LBA_RS09695,pp1,0.9659,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08905,GCF_000389675.2,pp1,hypothetical protein,208,DUF3021 domain-containing protein,GCF_000165775.1__pp1__974932-1003815__R0052_RS05170,pp1,0.9794,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08910,GCF_000389675.2,pp1,hypothetical protein,58,"bacteriocin-like peptide, LSEI_2386 family",GCF_000011985.1__pp1__1811745-1823767__LBA_RS09695,pp1,0.9555,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08935,GCF_000389675.2,pp1,hypothetical protein,63,superinfection exclusion B family protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06225,pp2,0.978,high
GCF_000389675.2__pp1__1807540-1828028__LA14_RS08940,GCF_000389675.2,pp1,hypothetical protein,75,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.98,high
GCF_000412205.1__pp1__825512-847042__LP16_RS16065,GCF_000412205.1,pp1,putative metal homeostasis protein,39,phage terminase small subunit P27 family,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07350,pp2,0.955,high
GCF_000412205.1__pp1__825512-847042__LP16_RS03860,GCF_000412205.1,pp1,hypothetical protein,88,XkdX family protein,GCF_000026505.1__pp1__1102527-1140943__LGG_RS14710,pp1,0.9539,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09555,GCF_000412205.1,pp2,hypothetical protein,70,Prophage Lp2 protein 54,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1637,pp1,0.9912,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09565,GCF_000412205.1,pp2,hypothetical protein,192,BppU family phage baseplate upper protein,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09585,pp2,0.9837,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS17060,GCF_000412205.1,pp2,hypothetical protein,310,Prophage Lp1 protein 53,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1979,pp2,0.9688,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09590,GCF_000412205.1,pp2,hypothetical protein,136,head-tail connector protein,GCF_001704335.1__pp3__1024001-1037032__AVR83_RS04965,pp3,0.9723,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09595,GCF_000412205.1,pp2,hypothetical protein,83,Prophage Lp1 protein 55,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1977,pp2,0.9701,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS17065,GCF_000412205.1,pp2,hypothetical protein,47,bacteriocin immunity protein,GCF_000389675.2__pp1__1807540-1828028__LA14_RS08925,pp1,0.9813,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09620,GCF_000412205.1,pp2,hypothetical protein,78,Prophage Lp2 protein 47,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1983,pp2,0.9981,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09630,GCF_000412205.1,pp2,hypothetical protein,186,Prophage Lp2 protein 45,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1985,pp2,0.9999,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09640,GCF_000412205.1,pp2,HK97-gp10 family putative phage morphogenesis protein,184,Prophage Lp2 protein 43,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1987,pp2,0.9992,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09645,GCF_000412205.1,pp2,hypothetical protein,124,Prophage Lp2 protein 42,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1988,pp2,0.9937,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS17070,GCF_000412205.1,pp2,hypothetical protein,49,DUF5049 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08000,pp5,0.9845,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09690,GCF_000412205.1,pp2,hypothetical protein,90,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9889,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09695,GCF_000412205.1,pp2,hypothetical protein,59,RusA family crossover junction endodeoxyribonuclease,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02915,pp2,0.9728,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09725,GCF_000412205.1,pp2,hypothetical protein,103,phage head-tail connector protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS03000,pp2,0.9896,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09730,GCF_000412205.1,pp2,hypothetical protein,124,Prophage Lp2 protein 24,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1668,pp1,0.9996,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09735,GCF_000412205.1,pp2,hypothetical protein,172,Prophage Lp2 protein 23,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2006,pp2,0.9939,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09745,GCF_000412205.1,pp2,hypothetical protein,95,Prophage Lp2 protein 21,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2007,pp2,0.9995,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09765,GCF_000412205.1,pp2,hypothetical protein,170,host-nuclease inhibitor Gam family protein,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09930,pp4,0.9903,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS17435,GCF_000412205.1,pp2,hypothetical protein,43,AbrB family transcriptional regulator,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08015,pp5,0.9548,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS16320,GCF_000412205.1,pp2,hypothetical protein,47,head protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06195,pp2,0.9816,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09790,GCF_000412205.1,pp2,hypothetical protein,64,CD1375 family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS14285,pp2,0.9895,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09810,GCF_000412205.1,pp2,hypothetical protein,263,Ltp family lipoprotein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS19235,pp5,0.9752,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09815,GCF_000412205.1,pp2,hypothetical protein,84,superinfection exclusion B family protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06225,pp2,0.9767,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09820,GCF_000412205.1,pp2,hypothetical protein,236,Ltp family lipoprotein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS19235,pp5,0.9805,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS17075,GCF_000412205.1,pp2,hypothetical protein,58,crAss001_48 related protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04365,pp2,0.989,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09840,GCF_000412205.1,pp2,hypothetical protein,364,DUF6978 family protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10325,pp4,0.9842,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09855,GCF_000412205.1,pp2,hypothetical protein,68,Prophage Lp3 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2019,pp2,1.0,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09865,GCF_000412205.1,pp2,hypothetical protein,101,DUF1056 family protein,GCF_000016825.1__pp3__1162622-1201468__LREU_RS10250,pp3,0.9838,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09870,GCF_000412205.1,pp2,hypothetical protein,123,Prophage Lp3 protein 20,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2021,pp2,0.9996,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09890,GCF_000412205.1,pp2,hypothetical protein,66,DUF1056 family protein,GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09820,pp3,0.9781,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09915,GCF_000412205.1,pp2,hypothetical protein,94,eL43 family ribosomal protein,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09965,pp4,0.9831,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09920,GCF_000412205.1,pp2,hypothetical protein,139,Prophage Lp4 protein 12,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2032,pp2,0.9997,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09935,GCF_000412205.1,pp2,hypothetical protein,83,crAss001_48 related protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04365,pp2,0.9856,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09965,GCF_000412205.1,pp2,hypothetical protein,77,head-tail connector protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11500,pp4,0.9655,high
GCF_000412205.1__pp2__2033545-2090819__LP16_RS09970,GCF_000412205.1,pp2,hypothetical protein,90,phage terminase small subunit P27 family,GCF_000010145.1__pp2__531913-574579__LAF_RS02715,pp2,0.9653,high
